date,Strategy,SPY JPY,QQQ JPY,Static Equal Weight,Strategy Drawdown,SPY JPY Drawdown,QQQ JPY Drawdown,Static Equal Weight Drawdown
2007-04-05,100000.0,101476.12817775109,102619.25444868083,99270.00899026079,0.0,-0.033947654770515756,-0.041273779709678604,-0.02868842133030347
2007-04-09,100000.0,102068.87394215855,102816.35273953798,99445.99024686395,0.0,-0.02830471740077667,-0.03943237771904484,-0.02696652532257504
2007-04-10,100000.0,102103.29151061887,103272.04462339691,99810.62435117447,0.0,-0.027977062283013887,-0.03517505038046498,-0.02339874759093996
2007-04-11,100000.0,101831.83512566454,102310.4203911169,99520.52430381105,0.0,-0.030561326011063206,-0.04415907945479869,-0.0262372437071674
2007-04-12,100000.0,102035.69899823132,102885.545287307,99580.32083687052,0.0,-0.028620542737821553,-0.03878594240677091,-0.025652162014159097
2007-04-13,100000.0,102699.3434504907,103296.65855429808,100215.51263044185,0.0,-0.022302650135724078,-0.03494509333131135,-0.01943710119118358
2007-04-16,100000.0,104135.4578311318,104727.07275866604,101375.64410294447,0.0,-0.00863084682247639,-0.021581367284275066,-0.008085745998584803
2007-04-17,100000.0,103706.10063121324,104254.02992958616,100769.47980142175,0.0,-0.012718325694314525,-0.026000796815270122,-0.014016786104595225
2007-04-18,100000.0,103396.5534463803,103464.35803989273,100488.92417897737,0.0,-0.01566521368892959,-0.03337835135065126,-0.016761894393724552
2007-04-19,100000.0,103193.9373742925,103617.125660667,100073.48195874138,0.0,-0.01759411790646892,-0.0319511111661992,-0.02082680627283051
2007-04-20,100000.0,104529.37079139586,104563.17449546633,101212.65177348253,0.0,-0.004880796974173096,-0.02311259612854799,-0.009680551302332252
2007-04-23,100000.0,104056.51714360535,104648.03712407162,100965.98671077103,0.0,-0.009382361860430732,-0.022319762194957682,-0.01209405598417912
2007-04-24,100000.0,104019.67272144309,105107.62752996811,100881.2855435097,0.0,-0.009733120615988744,-0.018026012692546445,-0.012922818118126678
2007-04-25,100000.0,105151.9545638314,106717.03894396915,101680.0927587256,0.0,0.0,-0.0029899950355584126,-0.0051068553197328725
2007-04-26,100000.0,106025.50704600295,108048.79746915052,102121.37454928216,0.0,0.0,0.0,-0.000789115077906799
2007-04-27,100000.0,105896.17688083301,108050.87114046818,102328.37331380177,0.0,-0.0012198023737234331,0.0,0.0
2007-04-30,100000.0,104912.53943109476,106502.15533718863,101590.65239674388,0.0,-0.010497168520262723,-0.014333209782882661,-0.007209348621184275
2007-05-01,100000.0,105569.11780557035,107250.21041886508,101958.84409619367,0.0,-0.004304523063818788,-0.0074100348581385145,-0.003611209732367171
2007-05-02,100000.0,106505.98936751818,108309.30520398996,102548.40451391121,0.0,0.0,0.0,0.0
2007-05-03,100000.0,107261.12198987712,108894.30527004265,103244.87212181397,0.0,0.0,0.0,0.0
2007-05-04,100000.0,107587.25257420099,108908.03406306519,103621.19855815211,0.0,0.0,0.0,0.0
2007-05-07,100000.0,107411.80496866805,108708.82336875547,103481.35562682965,0.0,-0.001630747150197398,-0.0018291643589338769,-0.0013495590986045691
2007-05-08,100000.0,107215.87351190583,108891.83012896593,103310.7616300293,0.0,-0.0034518872209235996,-0.00014878547977348333,-0.0029958824298735864
2007-05-09,100000.0,107614.99113375832,109238.31413001473,103293.7079161657,0.0,0.0,0.0,-0.003160459891830225
2007-05-10,100000.0,106250.75818852425,107475.6513797095,101941.0057487427,0.0,-0.012676978651965043,-0.01613593878982167,-0.01621475945837947
2007-05-11,100000.0,107472.94982884848,109192.20521722641,102912.98419177685,0.0,-0.0013199025843276813,-0.00042209469411469414,-0.00683464750678231
2007-05-14,100000.0,107353.84544345079,108548.72013152025,102683.58373331605,0.0,-0.0024266664667838,-0.0063127484526511735,-0.009048484652586564
2007-05-15,100000.0,107293.12638474496,107602.43135782803,102497.22270503841,0.0,-0.0029908913769578493,-0.014975357183191984,-0.010846968272451796
2007-05-16,100000.0,108476.37262884437,109124.49674207288,102981.93204257908,0.0,0.0,-0.0010419182028603702,-0.006169263861721119
