date,SPY_jpy_price,QQQ_jpy_price,GLD_jpy_price,IEF_jpy_price,Strategy_equity,USDJPY
2007-05-01,14568.89892796619,4662.563215572266,7989.462203521727,6118.385733074355,100000.0,119.8000030517578
2007-05-02,14698.190404282606,4708.605981993348,8009.865844116211,6129.334021311994,100000.0,120.16000366210938
2007-05-03,14802.401286035156,4734.038097962463,8123.096441192626,6132.830889729212,100000.0,120.36000061035156
2007-05-04,14847.408420878168,4734.634939358775,8201.211071090698,6143.877958910112,100000.0,120.2699966430664
2007-05-07,14823.196051908002,4725.974513875137,8193.412708282469,6137.84131012896,100000.0,120.0500030517578
2007-05-08,14796.156841486303,4733.93049442777,8144.921054992674,6134.773402488027,100000.0,119.98999786376952
2007-05-09,14851.236436864265,4748.993435113528,8101.419541168213,6120.835819190739,100000.0,120.11000061035156
2007-05-10,14662.967629598852,4672.36396773127,7909.439758300781,6122.653577339251,100000.0,119.83999633789062
2007-05-11,14831.634251510788,4746.988910182181,7986.625662231445,6127.888492360392,100000.0,120.19000244140624
2007-05-14,14815.19743941265,4719.014234154364,7974.809579772949,6125.579468541357,100000.0,120.31999969482422
2007-05-15,14806.818001868083,4677.875562162069,7999.438881225587,6119.744347229236,100000.0,120.22000122070312
2007-05-16,14970.110026046299,4744.045372408218,7919.232080078124,6141.460516776837,100000.0,120.72000122070312
