month,date,equity_jpy,return,year
2025-02,2025-02-28,421905.8680374483,-0.015695590864386655,2025
2025-03,2025-03-31,426328.53381597647,0.010482588922265501,2025
2025-04,2025-04-30,412723.1401556699,-0.031912932354134504,2025
2025-05,2025-05-30,421741.42442816804,0.021850687289054482,2025
2025-06,2025-06-30,433426.4519713876,0.027706615633176446,2025
2025-07,2025-07-31,448378.84793657664,0.034498115879129765,2025
2025-08,2025-08-29,452773.4484827627,0.009801088000492841,2025
2025-09,2025-09-30,479387.31337326264,0.0587796501311697,2025
2025-10,2025-10-31,506756.7342651172,0.05709250146664613,2025
2025-11,2025-11-28,522560.50455450255,0.031186108088535835,2025
2025-12,2025-12-31,523570.7657057839,0.0019332902936142204,2025
2026-01,2026-01-30,527009.1609403911,0.006567202486892576,2026
2026-02,2026-02-27,549669.3576871997,0.04299772836277449,2026
2026-03,2026-03-31,536080.083747259,-0.024722633251959447,2026
2026-04,2026-04-30,555159.5202200385,0.035590645971049995,2026
2026-05,2026-05-29,560566.4356002235,0.009739390541374515,2026
2026-06,2026-06-30,555380.3671074954,-0.00925147879604149,2026
2026-07,2026-07-31,546825.7776520391,-0.01540311822690088,2026
2026-08,2026-08-10,557795.2664685167,0.02006029939476961,2026
